president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,1/9/2018,8/20/2017,8/22/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1245091,0,41,57,36.28405,56.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50121,78769,8/23/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/20/2017,8/22/2017,Gallup,B-,1500,a,.1364701,0,35,59,36.20522,57.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50125,78777,8/23/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/20/2017,8/22/2017,YouGov,B,1500,a,.679949,0,39,51,39.62014,53.45174,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6q36eat3uv/econTabReport.pdf,50123,78771,8/23/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/18/2017,8/24/2017,SurveyMonkey,C-,9172,a,.3274598,0,39,59,37.12321,57.38951,"","",https://drive.google.com/file/d/0BztOs71zt1WpSmI0UEpOQ2tBMDQ/view,50137,78795,8/25/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/19/2017,8/23/2017,Ipsos,A-,2419,a,.2702276,0,35.9,59.2,36.01665,58.14935,"",T,http://polling.reuters.com/#poll/CP3_2/,50135,78793,8/25/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/21/2017,8/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1249851,0,42,56,37.28405,55.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50127,78779,8/24/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/20/2017,8/24/2017,Ipsos,A-,2086,a,.2355497,0,35.5,59.6,35.61665,58.54934,"",T,http://polling.reuters.com/#poll/CP3_2/,50134,78792,8/25/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/21/2017,8/23/2017,Gallup,B-,1500,a,.1364701,0,34,60,35.20522,58.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50129,78783,8/24/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/22/2017,8/24/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1252255,0,42,56,37.28405,55.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50130,78784,8/25/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/22/2017,8/24/2017,Gallup,B-,1500,a,.1364701,0,34,60,35.20522,58.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50132,78786,8/25/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/21/2017,8/25/2017,Ipsos,A-,1918,a,.2192283,0,35.4,59,35.51665,57.94934,"",T,http://polling.reuters.com/#poll/CP3_2/,50148,78807,8/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/23/2017,8/25/2017,Gallup,B-,1500,a,.1364701,0,35,60,36.20522,58.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50138,78797,8/26/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/22/2017,8/26/2017,Ipsos,A-,1596,a,.1848565,0,36.1,58.4,36.21664,57.34935,"",T,http://polling.reuters.com/#poll/CP3_2/,50147,78806,8/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/23/2017,8/27/2017,Ipsos,A-,1261,a,.1480004,0,36,58.3,36.11665,57.24934,"",T,http://polling.reuters.com/#poll/CP3_2/,50146,78805,8/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/23/2017,8/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0752078,0,42,57,37.28405,56.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50140,78799,8/28/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/24/2017,8/26/2017,Gallup,B-,1500,a,.1364701,0,35,60,36.20522,58.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50139,78798,8/27/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/24/2017,8/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2243296,0,41,58,36.28405,57.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50142,78801,8/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/24/2017,8/28/2017,McLaughlin & Associates,C-,1000,lv,.8927067,0,48,50,44.05596,52.23066,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50463,79631,11/16/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/24/2017,8/28/2017,Morning Consult,"",1999,rv,.6248187,0,40,55,36.11465,58.09898,"","",https://morningconsult.com/wp-content/uploads/2017/08/170814_crosstabs_Politico_v1_TB-1.pdf,50150,78813,8/30/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/25/2017,8/27/2017,Gallup,B-,1500,a,.1364701,0,35,60,36.20522,58.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50141,78800,8/28/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/24/2017,8/28/2017,Ipsos,A-,1795,a,.2131257,0,36.6,58,36.71664,56.94934,"",T,http://polling.reuters.com/#poll/CP3_2/,50145,78804,8/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/24/2017,8/29/2017,SurveyMonkey,C-,10129,a,.3195125,0,39,59,37.12321,57.38951,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBC%20News%20SurveyMonkey%20Poll%20Toplines%20and%20Methodology%208.24-8.29.pdf,50155,78821,8/31/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/23/2017,8/31/2017,IBD/TIPP,A-,905,a,1.487791,0,38,57,39.72202,55.65056,"","",http://www.investors.com/politics/trump-approval-rebounds-from-lows-after-charlottesville-harvey-confederate-statues-ibdtipp-poll/,50181,78858,9/7/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/25/2017,8/29/2017,Ipsos,A-,1768,a,.2122311,0,36.7,58.2,36.81665,57.14935,"",T,http://polling.reuters.com/#poll/CP3_2/,50162,78828,9/1/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/26/2017,8/28/2017,Gallup,B-,1500,a,.1364701,0,35,60,36.20522,58.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50144,78803,8/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/27/2017,8/29/2017,Fox News,A,1006,rv,1.731089,0,41,55,39.8255,56.00721,"","",http://www.foxnews.com/politics/interactive/2017/08/30/fox-news-poll-results-830.html,50153,78819,8/30/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/27/2017,8/29/2017,Gallup,B-,1500,a,.1364701,0,35,59,36.20522,57.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50152,78817,8/30/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/27/2017,8/29/2017,YouGov,B,1500,a,.7786106,0,38,53,38.62014,55.45174,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bk136ee11c/econTabReport.pdf,50151,78814,8/30/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/27/2017,8/29/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1245091,0,41,58,36.28405,57.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50149,78812,8/30/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/25/2017,8/31/2017,SurveyMonkey,C-,12032,a,.377513,0,40,59,38.12321,57.38951,"","",https://drive.google.com/file/d/0BztOs71zt1WpWUp3TW9WcF9YSEU/view,50163,78832,9/1/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/26/2017,8/30/2017,Ipsos,A-,1667,a,.2020473,0,37.6,58.4,37.71664,57.34935,"",T,http://polling.reuters.com/#poll/CP3_2/,50161,78827,9/1/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/28/2017,8/30/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1249851,0,41,58,36.28405,57.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50156,78822,8/31/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/27/2017,8/31/2017,Ipsos,A-,2060,a,.2515436,0,38.1,57.8,38.21664,56.74934,"",T,http://polling.reuters.com/#poll/CP3_2/,50160,78826,9/1/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/28/2017,8/30/2017,Gallup,B-,1500,a,.1364701,0,34,60,35.20522,58.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50157,78823,8/31/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/28/2017,9/1/2017,Ipsos,A-,2383,a,.2928049,0,37.9,58,38.01665,56.94934,"",T,http://polling.reuters.com/#poll/CP3_2/,50174,78844,9/5/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/29/2017,8/31/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1252255,0,42,56,37.28405,55.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50158,78824,9/1/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/29/2017,8/31/2017,Gallup,B-,1500,a,.1364701,0,34,61,35.20522,59.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50159,78825,9/1/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/30/2017,9/1/2017,Gallup,B-,1500,a,.1364701,0,34,61,35.20522,59.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50164,78834,9/2/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/29/2017,9/2/2017,Ipsos,A-,1832,a,.2266234,0,37.6,58.6,37.71664,57.54934,"",T,http://polling.reuters.com/#poll/CP3_2/,50173,78843,9/5/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/31/2017,9/2/2017,Gallup,B-,1500,a,.1364701,0,36,58,37.20522,56.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50165,78835,9/3/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/30/2017,9/3/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0752078,0,43,55,38.28405,54.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50166,78836,9/4/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/30/2017,9/3/2017,Ipsos,A-,1734,a,.2157509,0,38.2,58.6,38.31665,57.54934,"",T,http://polling.reuters.com/#poll/CP3_2/,50172,78842,9/5/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/1/2017,9/3/2017,Gallup,B-,1500,a,.1364701,0,38,56,39.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50167,78837,9/4/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/31/2017,9/4/2017,Ipsos,A-,1746,a,.2183449,0,39.1,57.5,39.21664,56.44934,"",T,http://polling.reuters.com/#poll/CP3_2/,50171,78841,9/5/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/31/2017,9/3/2017,Morning Consult,"",1993,rv,.5877794,0,43,52,39.11465,55.09898,"","",http://www.politico.com/f/?id=0000015e-5364-db52-a75e-d77ddd140001,50170,78840,9/5/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,8/31/2017,9/4/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2243296,0,44,54,39.28405,53.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50168,78838,9/5/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/1/2017,9/5/2017,Ipsos,A-,1674,a,.2103714,0,39.7,56.4,39.81665,55.34935,"",T,http://polling.reuters.com/#poll/CP3_2/,50185,78862,9/8/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/2/2017,9/4/2017,Gallup,B-,1500,a,.1364701,0,37,56,38.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50169,78839,9/5/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/3/2017,9/5/2017,Gallup,B-,1500,a,.1364701,0,37,56,38.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50177,78853,9/6/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/1/2017,9/7/2017,SurveyMonkey,C-,12032,a,.4136031,0,40,57,38.12321,55.38951,"","",https://drive.google.com/file/d/0BztOs71zt1WpTjlCamRNNXRrUzQ/view,50187,78867,9/8/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/3/2017,9/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1245091,0,45,53,40.28405,52.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50175,78849,9/6/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/3/2017,9/5/2017,YouGov,B,1500,a,.7944562,0,41,52,41.62014,54.45174,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78850,9/6/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/2/2017,9/6/2017,Ipsos,A-,1686,a,.2127845,0,41,54.7,41.11665,53.64935,"",T,http://polling.reuters.com/#poll/CP3_2/,50184,78861,9/8/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/3/2017,9/7/2017,Ipsos,A-,1658,a,.2100853,0,40.9,54.8,41.01665,53.74934,"",T,http://polling.reuters.com/#poll/CP3_2/,50183,78860,9/8/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/4/2017,9/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1249851,0,45,54,40.28405,53.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50178,78855,9/7/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/4/2017,9/6/2017,Gallup,B-,1500,a,.1364701,0,36,57,37.20522,55.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50180,78857,9/7/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/5/2017,9/7/2017,Gallup,B-,1500,a,.1364701,0,36,57,37.20522,55.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50186,78866,9/8/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/4/2017,9/8/2017,Ipsos,A-,1723,a,.2191926,0,39.6,55.8,39.71664,54.74934,"",T,http://polling.reuters.com/#poll/CP3_2/,50197,78878,9/12/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/5/2017,9/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1252255,0,46,53,41.28405,52.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50182,78859,9/8/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/6/2017,9/8/2017,Gallup,B-,1500,a,.1364701,0,38,56,39.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50188,78869,9/9/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/5/2017,9/9/2017,Ipsos,A-,1696,a,.2164753,0,38.7,55.5,38.81665,54.44934,"",T,http://polling.reuters.com/#poll/CP3_2/,50196,78877,9/12/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/6/2017,9/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0752078,0,44,55,39.28405,54.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50190,78871,9/11/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/7/2017,9/9/2017,Gallup,B-,1500,a,.1364701,0,38,56,39.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50189,78870,9/10/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/6/2017,9/10/2017,Ipsos,A-,1673,a,.2140589,0,36.7,56.9,36.81665,55.84935,"",T,http://polling.reuters.com/#poll/CP3_2/,50195,78876,9/12/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/7/2017,9/9/2017,Zogby Interactive/JZ Analytics,C-,834,lv,.8265532,0,43,53,41.29289,54.17983,"","",https://www.zogbyanalytics.com/news/795-the-zogby-poll-trump-wins-back-base-makes-gains-among-younger-voters,50202,78890,9/14/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/8/2017,9/10/2017,Gallup,B-,1500,a,.1364701,0,38,57,39.20522,55.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50191,78872,9/11/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/7/2017,9/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2243296,0,44,54,39.28405,53.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50192,78873,9/12/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/7/2017,9/11/2017,Ipsos,A-,1679,a,.2152643,0,35.3,58.1,35.41665,57.04934,"",T,http://polling.reuters.com/#poll/CP3_2/,50194,78875,9/12/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/7/2017,9/11/2017,Morning Consult,"",1976,rv,.4921338,0,42,50,38.11465,53.09898,"","",http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78883,9/13/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/8/2017,9/12/2017,Ipsos,A-,1671,a,.214487,0,34.7,58.6,34.81665,57.54934,"",T,http://polling.reuters.com/#poll/CP3_2/,50210,78899,9/15/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/9/2017,9/11/2017,Gallup,B-,1500,a,.1364701,0,37,58,38.20522,56.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50193,78874,9/12/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/9/2017,9/13/2017,Ipsos,A-,1703,a,.2185676,0,35.3,58.3,35.41665,57.24934,"",T,http://polling.reuters.com/#poll/CP3_2/,50209,78898,9/15/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/10/2017,9/12/2017,Gallup,B-,1500,a,.1364701,0,37,57,38.20522,55.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50201,78888,9/13/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/10/2017,9/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1245091,0,42,56,37.28405,55.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50199,78885,9/13/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/8/2017,9/14/2017,SurveyMonkey,C-,16343,a,.575235,0,43,55,41.12321,53.38951,"","",https://drive.google.com/file/d/0BztOs71zt1WpaWZ3d0J4Qno1T2c/view,50207,78895,9/15/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/10/2017,9/12/2017,YouGov,B,1500,a,.7456889,0,39,52,39.62014,54.45174,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xec10tysqv/trackingreport.pdf,50200,78886,9/13/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/11/2017,9/13/2017,Gallup,B-,1500,a,.1364701,0,37,56,38.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50204,78892,9/14/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/11/2017,9/13/2017,Marist College,A,1224,a,2.083093,0,39,50,39.88005,51.15982,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170910_Third%20Rail/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_September%202017.pdf#page=3,50211,78903,9/15/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/11/2017,9/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1249851,0,44,54,39.28405,53.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50203,78891,9/14/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/11/2017,9/12/2017,Lucid,"",1592,a,.8915969,0,34.5,50.65,36.1754,53.38649,"","",https://luc.id/wp-content/uploads/2017/09/Lucid-Political-Tracker-Cross-Tabs-92F11-2.pdf,50308,79043,10/10/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/10/2017,9/14/2017,Ipsos,A-,1699,a,.2179813,0,36.8,57.5,36.91665,56.44934,"",T,http://polling.reuters.com/#poll/CP3_2/,50208,78897,9/15/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/12/2017,9/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1252255,0,43,55,38.28405,54.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50205,78893,9/15/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/11/2017,9/15/2017,Ipsos,A-,1615,a,.2071339,0,38.4,56.3,38.51665,55.24934,"",T,http://polling.reuters.com/#poll/CP3_2/,50224,78922,9/19/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/12/2017,9/14/2017,Gallup,B-,1500,a,.1364701,0,37,57,38.20522,55.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50206,78894,9/15/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/12/2017,9/14/2017,Morning Consult,"",2094,a,.5042021,0,41,51,37.11465,54.09898,"","",https://morningconsult.com/wp-content/uploads/2017/09/MC_BGBF-Crosstabs.pdf,50214,78907,9/17/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/12/2017,9/14/2017,YouGov,B,1000,a,.5012287,0,40,51,40.62014,53.45174,"","",http://big.assets.huffingtonpost.com/tabsHPImmigration20170912.pdf,50218,78911,9/18/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/10/2017,9/16/2017,Saint Leo University,C+,1000,a,1.056227,0,42.8,53.2,41.8856,53.34052,"","",http://polls.saintleo.edu/fewer-than-half-of-americans-approve-of-trumps-job-performance-in-new-saint-leo-university-poll-florida-residents-concur-2/,50290,79021,10/5/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/13/2017,9/15/2017,Gallup,B-,1500,a,.1364701,0,36,59,37.20522,57.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50212,78905,9/16/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/12/2017,9/16/2017,Ipsos,A-,1610,a,.2058385,0,39.5,54.9,39.61665,53.84935,"",T,http://polling.reuters.com/#poll/CP3_2/,50223,78921,9/19/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/14/2017,9/16/2017,Gallup,B-,1500,a,.1364701,0,38,57,39.20522,55.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50215,78908,9/17/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/13/2017,9/17/2017,Ipsos,A-,1585,a,.2014532,0,39.4,54.9,39.51665,53.84935,"",T,http://polling.reuters.com/#poll/CP3_2/,50222,78920,9/19/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/13/2017,9/17/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0752078,0,44,55,39.28405,54.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50216,78909,9/18/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/13/2017,9/18/2017,Kaiser Family Foundation,"",1179,a,1.564994,0,38,57,38.54483,55.47478,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-September-2017-Whats-Next-for-Health-Care,50248,78958,9/25/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/15/2017,9/17/2017,Gallup,B-,1500,a,.1364701,0,38,56,39.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50217,78910,9/18/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/14/2017,9/17/2017,Morning Consult,"",1994,rv,.4861866,0,43,52,39.11465,55.09898,"","",http://www.politico.com/f/?id=0000015e-9b58-d079-a3fe-dbdcaea70001,50227,78926,9/20/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/14/2017,9/18/2017,Ipsos,A-,1560,a,.1965829,0,37.5,56.5,37.61665,55.44934,"",T,http://polling.reuters.com/#poll/CP3_2/,50221,78919,9/19/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/14/2017,9/18/2017,NBC News/Wall Street Journal,A-,900,a,1.571488,0,43,52,42.61512,52.71999,"","",http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/HUB_NBCPolitics_Front/17363%20NBCWSJ%20September%20Poll%20(9-21-17%20Release).pdf,50231,78933,9/21/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/14/2017,9/18/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2243296,0,43,55,38.28405,54.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50219,78912,9/19/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/15/2017,9/19/2017,Monmouth University,A+,1009,a,2.100749,0,40,49,40.27332,50.675,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_092017/,50228,78929,9/20/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,9/16/2017,9/18/2017,Gallup,B-,1500,a,.1364701,0,38,55,39.20522,53.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50220,78913,9/19/2017,09:31:20  9 Jan 2018
